Country Code,Port Location,Port Name,Latitude,Longitude,UN/LOCODE,Port Type,Port Size,lat_long,details
FIN,Vuosaari,Vuosaari Harbour,60.211111,25.171667,,Seaport,Medium,"[60.211111, 25.171667]","Vuosaari Harbour, Seaport - Medium"
FRA,Ajaccio,Port of Ajaccio,41.92,8.741944,FRAJA,Seaport,Small,"[41.92, 8.741944]","Port of Ajaccio, Seaport - Small"
FRA,Antifer,Port of Antifer,49.66,0.138333,,Seaport,Small,"[49.66, 0.138333]","Port of Antifer, Seaport - Small"
FRA,Barneville-Carteret,Port of Carteret,49.371389,-1.789444,,"Pier, Jetty or Wharf",Small,"[49.371389, -1.789444]","Port of Carteret, Pier, Jetty or Wharf - Small"
FRA,Basse Indre,Port of Basse Indre,47.198333,-1.68,,"Pier, Jetty or Wharf",Very Small,"[47.198333, -1.68]","Port of Basse Indre, Pier, Jetty or Wharf - Very Small"
FRA,Bayonne,Port of Bayonne,43.519722,-1.499722,FRBAY,Seaport,Medium,"[43.519722, -1.499722]","Port of Bayonne, Seaport - Medium"
FRA,Boulogne-sur-Mer,Port of Boulogne-sur-Mer,50.723611,1.580556,FRBOL,Seaport,Medium,"[50.723611, 1.580556]","Port of Boulogne-sur-Mer, Seaport - Medium"
FRA,Brehat,Port of Brehat,48.838611,-3.003611,,"Pier, Jetty or Wharf",Very Small,"[48.838611, -3.003611]","Port of Brehat, Pier, Jetty or Wharf - Very Small"
FRA,Brest,Port of Brest,48.380556,-4.474167,FRBES,Deepwater Seaport,Large,"[48.380556, -4.474167]","Port of Brest, Deepwater Seaport - Large"
FRA,Calais,Port of Calais,50.965833,1.850278,FRCQF,Seaport,Medium,"[50.965833, 1.850278]","Port of Calais, Seaport - Medium"
FRA,Cancale,Port of Cancale,48.669167,-1.855,,"Pier, Jetty or Wharf",Very Small,"[48.669167, -1.855]","Port of Cancale, Pier, Jetty or Wharf - Very Small"
FRA,Cherbourg,Port of Cherbourg,49.652222,-1.618056,FRCER,Seaport,Medium,"[49.652222, -1.618056]","Port of Cherbourg, Seaport - Medium"
FRA,Corniguel,Port of Corniguel,47.970833,-4.103889,,"Pier, Jetty or Wharf",Very Small,"[47.970833, -4.103889]","Port of Corniguel, Pier, Jetty or Wharf - Very Small"
FRA,Coueron,Port of Coueron,47.208333,-1.723611,FRCUN,"Pier, Jetty or Wharf",Very Small,"[47.208333, -1.723611]","Port of Coueron, Pier, Jetty or Wharf - Very Small"
FRA,Donges,Port Atlantique de Nantes,47.306389,-2.069167,FRDON,Seaport,Small,"[47.306389, -2.069167]","Port Atlantique de Nantes, Seaport - Small"
FRA,Fos-sur-Mer,Port of Fos-sur-Mer,43.424167,4.915556,FRFOS,Seaport,Medium,"[43.424167, 4.915556]","Port of Fos-sur-Mer, Seaport - Medium"
FRA,Fromentine,Port of Fromentine,46.893056,-2.138333,,"Pier, Jetty or Wharf",Small,"[46.893056, -2.138333]","Port of Fromentine, Pier, Jetty or Wharf - Small"
FRA,Girolata,Port of Girolata,42.348889,8.613611,,"Pier, Jetty or Wharf",Very Small,"[42.348889, 8.613611]","Port of Girolata, Pier, Jetty or Wharf - Very Small"
FRA,Grimaud,Port of Grimaud,43.268889,6.581667,,Off-Shore Terminal,Small,"[43.268889, 6.581667]","Port of Grimaud, Off-Shore Terminal - Small"
FRA,Guadeloupe,Port of Guadeloupe,16.235,-61.542778,,Seaport,Medium,"[16.235, -61.542778]","Port of Guadeloupe, Seaport - Medium"
FRA,Ile des Embiez,Port of Ile des Embiez,43.078333,5.784722,,Off-Shore Terminal,Small,"[43.078333, 5.784722]","Port of Ile des Embiez, Off-Shore Terminal - Small"
FRA,Ile Longue,Port of Ile Longue,48.308056,-4.500278,,Seaport,Small,"[48.308056, -4.500278]","Port of Ile Longue, Seaport - Small"
FRA,Ile-Molene,Port of Ile-Molene,48.401389,-4.957222,,"Pier, Jetty or Wharf",Very Small,"[48.401389, -4.957222]","Port of Ile-Molene, Pier, Jetty or Wharf - Very Small"
FRA,Juan-les-Pins,Port Gallice,43.561944,7.115556,,Off-Shore Terminal,Small,"[43.561944, 7.115556]","Port Gallice, Off-Shore Terminal - Small"
FRA,La Pallice,Port of La Pallice,46.157222,-1.228056,FRLPE,Seaport,Medium,"[46.157222, -1.228056]","Port of La Pallice, Seaport - Medium"
FRA,La Tour Fondue,Port de la Tour Fondue,43.027222,6.154444,,"Pier, Jetty or Wharf",Very Small,"[43.027222, 6.154444]","Port de la Tour Fondue, Pier, Jetty or Wharf - Very Small"
FRA,Lavera,Port Autonome de Marse,43.3925,5.003333,FRLAV,Seaport,Small,"[43.3925, 5.003333]","Port Autonome de Marse, Seaport - Small"
FRA,Le Havre,Port of Le Havre,49.466944,0.177778,FRLEH,Deepwater Seaport,Large,"[49.466944, 0.177778]","Port of Le Havre, Deepwater Seaport - Large"
FRA,Le Verdon,Port of Le Verdon,45.541389,-1.045278,FRLVE,Seaport,Small,"[45.541389, -1.045278]","Port of Le Verdon, Seaport - Small"
FRA,Lorient,Port of Lorient,47.734167,-3.353333,FRLRT,Seaport,Medium,"[47.734167, -3.353333]","Port of Lorient, Seaport - Medium"
FRA,Marseille,Port of Marseille,43.323611,5.352222,FRMRS,Seaport,Large,"[43.323611, 5.352222]","Port of Marseille, Seaport - Large"
FRA,Messery,Port Messery,46.349722,6.2775,,"Pier, Jetty or Wharf",Very Small,"[46.349722, 6.2775]","Port Messery, Pier, Jetty or Wharf - Very Small"
FRA,Nantes - Saint Nazaire,Port of Nantes - Saint Nazaire,47.2775,-2.199444,,Seaport,Medium,"[47.2775, -2.199444]","Port of Nantes - Saint Nazaire, Seaport - Medium"
FRA,Nice,Port of Nice,43.693889,7.286944,FRNCE,Seaport,Small,"[43.693889, 7.286944]","Port of Nice, Seaport - Small"
FRA,Paimboeuf,Port of Paimboeuf,47.288611,-2.028056,FRPBF,Seaport,Small,"[47.288611, -2.028056]","Port of Paimboeuf, Seaport - Small"
FRA,Pauillac,Port of Pauillac,45.212222,-0.743889,FRPAP,Seaport,Small,"[45.212222, -0.743889]","Port of Pauillac, Seaport - Small"
FRA,Port La Nouvelle,Port of Port La Nouvelle,43.019444,3.054722,,Seaport,Medium,"[43.019444, 3.054722]","Port of Port La Nouvelle, Seaport - Medium"
FRA,Port St Louis du Rhone,Port St Louis du Rhone,43.383056,4.827222,FRPSL,Seaport,Medium,"[43.383056, 4.827222]","Port St Louis du Rhone, Seaport - Medium"
FRA,Saint Suliac,Port Saint Suliac,48.568333,-1.977222,,"Pier, Jetty or Wharf",Small,"[48.568333, -1.977222]","Port Saint Suliac, Pier, Jetty or Wharf - Small"
FRA,San Ciprianu,Port of San Ciprianu,41.635556,9.35,,"Pier, Jetty or Wharf",Very Small,"[41.635556, 9.35]","Port of San Ciprianu, Pier, Jetty or Wharf - Very Small"
FRA,Santa Giulia,Port de Santa Giulia,41.529444,9.277778,,"Pier, Jetty or Wharf",Very Small,"[41.529444, 9.277778]","Port de Santa Giulia, Pier, Jetty or Wharf - Very Small"
FRA,Sete,Port of Sete,43.404722,3.716111,FRSET,Seaport,Medium,"[43.404722, 3.716111]","Port of Sete, Seaport - Medium"
FRA,Toulon,Port of Toulon La Seyne,43.110556,5.9075,FRTLN,Seaport,Medium,"[43.110556, 5.9075]","Port of Toulon La Seyne, Seaport - Medium"
GUF,Cayenne,Port of Cayenne,4.935278,-52.337778,GFCAY,"Pier, Jetty or Wharf",Very Small,"[4.935278, -52.337778]","Port of Cayenne, Pier, Jetty or Wharf - Very Small"
GUF,Cayenne,Port of Degrad des Cannes,4.853056,-52.275,GFCAY,Seaport,Medium,"[4.853056, -52.275]","Port of Degrad des Cannes, Seaport - Medium"
GUF,Kourou,Port of Kourou,5.158889,-52.628611,GFQKR,"Pier, Jetty or Wharf",Very Small,"[5.158889, -52.628611]","Port of Kourou, Pier, Jetty or Wharf - Very Small"
GUF,Le Larivot,Port of Le Larivot,4.902778,-52.360278,GFLVT,"Pier, Jetty or Wharf",Very Small,"[4.902778, -52.360278]","Port of Le Larivot, Pier, Jetty or Wharf - Very Small"
GUF,St Laurent du Maroni,Port of St Laurent du Maroni,5.500556,-54.029722,GFSLM,"Pier, Jetty or Wharf",Very Small,"[5.500556, -54.029722]","Port of St Laurent du Maroni, Pier, Jetty or Wharf - Very Small"
PYF,Avatoru,Port of Avatoru,-14.942222,-147.704444,,"Pier, Jetty or Wharf",Very Small,"[-14.942222, -147.704444]","Port of Avatoru, Pier, Jetty or Wharf - Very Small"
PYF,Bora-Bora,Port of Bora-Bora,-16.516667,-151.75,PFBOB,"Pier, Jetty or Wharf",Very Small,"[-16.516667, -151.75]","Port of Bora-Bora, Pier, Jetty or Wharf - Very Small"
PYF,Papetoai,Papetoai Harbor,-17.491667,-149.869722,,"Pier, Jetty or Wharf",Very Small,"[-17.491667, -149.869722]","Papetoai Harbor, Pier, Jetty or Wharf - Very Small"
GAB,Mayumba,Lucina Terminal,-3.613333,10.818333,,Off-Shore Terminal,Very Small,"[-3.613333, 10.818333]","Lucina Terminal, Off-Shore Terminal - Very Small"
GAB,Mayumba,M-Bya Terminal,-3.87,10.989167,,Off-Shore Terminal,Very Small,"[-3.87, 10.989167]","M-Bya Terminal, Off-Shore Terminal - Very Small"
GAB,Mayumba,Port of Mayumba,-3.424444,10.642778,,"Pier, Jetty or Wharf",Small,"[-3.424444, 10.642778]","Port of Mayumba, Pier, Jetty or Wharf - Small"
GAB,Owendo,Port of Owendo,0.288333,9.501389,,Seaport,Small,"[0.288333, 9.501389]","Port of Owendo, Seaport - Small"
GAB,Port Gentil,Port of Port Gentil,-0.711944,8.786389,GAPOG,Seaport,Medium,"[-0.711944, 8.786389]","Port of Port Gentil, Seaport - Medium"
GMB,Banjul,Port of Banjul,13.444444,-16.5725,GMBJL,"Pier, Jetty or Wharf",Small,"[13.444444, -16.5725]","Port of Banjul, Pier, Jetty or Wharf - Small"
GEO,Batumi,Port of Batumi,41.648889,41.650833,GEBUS,Seaport,Medium,"[41.648889, 41.650833]","Port of Batumi, Seaport - Medium"
GEO,Poti,Port of Poti,42.155,41.654444,GEPTI,Seaport,Medium,"[42.155, 41.654444]","Port of Poti, Seaport - Medium"
GEO,Sukhumi,Port of Sukhumi,42.996667,41.0225,GESUI,Seaport,Small,"[42.996667, 41.0225]","Port of Sukhumi, Seaport - Small"
GEO,Supsa,Supsa Terminal,42.015278,41.731389,,Off-Shore Terminal,Very Small,"[42.015278, 41.731389]","Supsa Terminal, Off-Shore Terminal - Very Small"
DEU,Blexen,Port of Blexen,53.5175,8.534444,,Seaport,Small,"[53.5175, 8.534444]","Port of Blexen, Seaport - Small"
DEU,Bremerhaven,Port of Bremerhaven,53.563611,8.554722,DEBRV,Seaport,Large,"[53.563611, 8.554722]","Port of Bremerhaven, Seaport - Large"
DEU,Brunsbuttel,Elbeharbour,53.889444,9.174722,,Seaport,Small,"[53.889444, 9.174722]","Elbeharbour, Seaport - Small"
DEU,Brunsbuttel,Port of Brunsbuttel,53.895833,9.135833,DEBRB,Seaport,Medium,"[53.895833, 9.135833]","Port of Brunsbuttel, Seaport - Medium"
DEU,Emden,Port of Emden,53.346111,7.198333,DEEME,Seaport,Medium,"[53.346111, 7.198333]","Port of Emden, Seaport - Medium"
DEU,Flensburg,Port of Flensburg,54.803333,9.438889,DEFLF,Seaport,Small,"[54.803333, 9.438889]","Port of Flensburg, Seaport - Small"
DEU,Gluckstadt,Port of Gluckstadt,53.785278,9.416111,DEGLU,Seaport,Small,"[53.785278, 9.416111]","Port of Gluckstadt, Seaport - Small"
DEU,Hamburg,Port of Hamburg,53.524722,9.963333,DEHAM,Seaport,Very Large,"[53.524722, 9.963333]","Port of Hamburg, Seaport - Very Large"
DEU,Holtenau,Port of Holtenau,54.363333,10.144722,DEHTU,Seaport,Medium,"[54.363333, 10.144722]","Port of Holtenau, Seaport - Medium"
DEU,Kiel,Port of Kiel,54.330833,10.160833,DEKEL,Seaport,Medium,"[54.330833, 10.160833]","Port of Kiel, Seaport - Medium"
DEU,Luebeck,Port of Lubeck,53.882778,10.725833,DELBC,Seaport,Large,"[53.882778, 10.725833]","Port of Lubeck, Seaport - Large"
DEU,Nordenham,Port of Nordenham,53.4875,8.493056,DENHA,Seaport,Small,"[53.4875, 8.493056]","Port of Nordenham, Seaport - Small"
DEU,Ostermoor,Port of Ostermoor,53.898889,9.15,DEOSR,Seaport,Medium,"[53.898889, 9.15]","Port of Ostermoor, Seaport - Medium"
DEU,Rostock,Port of Rostock,54.1525,12.118611,DERSK,Seaport,Medium,"[54.1525, 12.118611]","Port of Rostock, Seaport - Medium"
DEU,Schleswig,Port of Schleswig,54.511667,9.560278,DESLS,Seaport,Small,"[54.511667, 9.560278]","Port of Schleswig, Seaport - Small"
DEU,Stralsund,Port of Stralsund,54.306944,13.105278,DESTL,Seaport,Small,"[54.306944, 13.105278]","Port of Stralsund, Seaport - Small"
DEU,Travemunde,Port of Travemunde,53.952222,10.869167,DETRV,Seaport,Medium,"[53.952222, 10.869167]","Port of Travemunde, Seaport - Medium"
DEU,Warnemunde,Port of Warnemunde,54.179444,12.101944,,Seaport,Small,"[54.179444, 12.101944]","Port of Warnemunde, Seaport - Small"
DEU,Weserport,Port of Weserport,53.518056,8.578611,,Seaport,Medium,"[53.518056, 8.578611]","Port of Weserport, Seaport - Medium"
DEU,Wilhelmshaven,Port of Wilhelmshaven,53.53,8.125278,DEWVN,Seaport,Medium,"[53.53, 8.125278]","Port of Wilhelmshaven, Seaport - Medium"
DEU,Wismar,Port of Wismar,53.906389,11.4425,DEWIS,Seaport,Medium,"[53.906389, 11.4425]","Port of Wismar, Seaport - Medium"
GHA,Saltpond,Port of Saltpond,5.196667,-1.053056,GHSPD,"Pier, Jetty or Wharf",Very Small,"[5.196667, -1.053056]","Port of Saltpond, Pier, Jetty or Wharf - Very Small"
GHA,Tema,Port of Tema,5.631944,0.011667,GHTEM,Seaport,Medium,"[5.631944, 0.011667]","Port of Tema, Seaport - Medium"
GIB,Gibraltar,Port of Gibraltar,36.136944,-5.361389,GIGIB,Seaport,Medium,"[36.136944, -5.361389]","Port of Gibraltar, Seaport - Medium"
GRC,Achladi,Port of Achladi,38.888611,22.8175,GRACL,"Pier, Jetty or Wharf",Small,"[38.888611, 22.8175]","Port of Achladi, Pier, Jetty or Wharf - Small"
GRC,Aghia Trias,Megara Oil Terminal,37.968889,23.403333,GRMGR,"Pier, Jetty or Wharf",Small,"[37.968889, 23.403333]","Megara Oil Terminal, Pier, Jetty or Wharf - Small"
GRC,Agioi Theodoroi,Port of Agioi Theodoroi,37.917222,23.0875,GRAGT,"Pier, Jetty or Wharf",Very Small,"[37.917222, 23.0875]","Port of Agioi Theodoroi, Pier, Jetty or Wharf - Very Small"
GRC,Amfilochia,Port of Amfilochia,38.866389,21.165833,GRAMF,Seaport,Small,"[38.866389, 21.165833]","Port of Amfilochia, Seaport - Small"
GRC,Argostoli,Port of Argostoli,38.181944,20.49,GRARM,Seaport,Small,"[38.181944, 20.49]","Port of Argostoli, Seaport - Small"
GRC,Aspropyrgos,Port of Aspropyrgos,38.0375,23.579167,GRASS,Seaport,Medium,"[38.0375, 23.579167]","Port of Aspropyrgos, Seaport - Medium"
GRC,Astakos,Port of Astakos,38.531667,21.08,GRAST,"Pier, Jetty or Wharf",Small,"[38.531667, 21.08]","Port of Astakos, Pier, Jetty or Wharf - Small"
GRC,Avra,Avra Aghia Marina,38.181111,24.058611,,"Pier, Jetty or Wharf",Very Small,"[38.181111, 24.058611]","Avra Aghia Marina, Pier, Jetty or Wharf - Very Small"
GRC,Chalkis,Port of Chalkis,38.456389,23.591111,GRCLK,Seaport,Small,"[38.456389, 23.591111]","Port of Chalkis, Seaport - Small"
GRC,Dafni ,Port of Dafni,40.213889,24.221667,,"Pier, Jetty or Wharf",Small,"[40.213889, 24.221667]","Port of Dafni, Pier, Jetty or Wharf - Small"
GRC,Domvrena,Port of Domvrena,38.221944,22.95,,"Pier, Jetty or Wharf",Small,"[38.221944, 22.95]","Port of Domvrena, Pier, Jetty or Wharf - Small"
GRC,Drapetsona,Port of Drapetsona,37.960278,23.568056,,Port Terminal,Medium,"[37.960278, 23.568056]","Port of Drapetsona, Port Terminal - Medium"
GRC,Drepano,Port of Drepano,38.336667,21.846389,GRLEV,"Pier, Jetty or Wharf",Small,"[38.336667, 21.846389]","Port of Drepano, Pier, Jetty or Wharf - Small"
GRC,Eleusis,Port of Eleusis,38.039444,23.524722,,Seaport,Medium,"[38.039444, 23.524722]","Port of Eleusis, Seaport - Medium"
GRC,Gythion,Port of Gythion,36.76,22.568056,GRGYT,"Pier, Jetty or Wharf",Small,"[36.76, 22.568056]","Port of Gythion, Pier, Jetty or Wharf - Small"
GRC,Kali Limenes,Port of Kali Limenes,34.929167,24.803611,,"Pier, Jetty or Wharf",Small,"[34.929167, 24.803611]","Port of Kali Limenes, Pier, Jetty or Wharf - Small"
GRC,Kanava,Port of Kanava,36.709722,24.466111,,"Pier, Jetty or Wharf",Small,"[36.709722, 24.466111]","Port of Kanava, Pier, Jetty or Wharf - Small"
GRC,Katakolon,Port of Katakolon,37.646389,21.319722,GRKAK,Seaport,Small,"[37.646389, 21.319722]","Port of Katakolon, Seaport - Small"
GRC,Keratsini,Port of Keratsini,37.9575,23.6075,,Seaport,Medium,"[37.9575, 23.6075]","Port of Keratsini, Seaport - Medium"
GRC,Mesolongi,Port of Mesolongion,38.343889,21.423333,GRMEL,Seaport,Small,"[38.343889, 21.423333]","Port of Mesolongion, Seaport - Small"
GRC,Mikron Vathy,Port of Mikron Vathy,38.438333,23.596944,,Seaport,Medium,"[38.438333, 23.596944]","Port of Mikron Vathy, Seaport - Medium"
GRC,Milaki,Port of Milaki,38.373889,24.055556,,"Pier, Jetty or Wharf",Very Small,"[38.373889, 24.055556]","Port of Milaki, Pier, Jetty or Wharf - Very Small"
GRC,Mykonos Island,Port of Mykonos,37.456389,25.323056,,Seaport,Small,"[37.456389, 25.323056]","Port of Mykonos, Seaport - Small"
GRC,New Ikonion,Port of New Ikonion,37.946667,23.614167,,Seaport,Small,"[37.946667, 23.614167]","Port of New Ikonion, Seaport - Small"
GRC,Pachi,Pachi Oil Terminal,37.971667,23.380833,,"Pier, Jetty or Wharf",Very Small,"[37.971667, 23.380833]","Pachi Oil Terminal, Pier, Jetty or Wharf - Very Small"
GRC,Pamfilla,Port of Pamfilla,39.158611,26.531111,,"Pier, Jetty or Wharf",Small,"[39.158611, 26.531111]","Port of Pamfilla, Pier, Jetty or Wharf - Small"
GRC,Patras,Port of Patras,38.254444,21.735833,GRGPA,Seaport,Medium,"[38.254444, 21.735833]","Port of Patras, Seaport - Medium"
GRC,Piraeus,Port of Piraeus,37.941111,23.633889,GRPIR,Seaport,Large,"[37.941111, 23.633889]","Port of Piraeus, Seaport - Large"
GRC,Psakhna,Psakhna Terminal,38.564722,23.599444,,"Pier, Jetty or Wharf",Small,"[38.564722, 23.599444]","Psakhna Terminal, Pier, Jetty or Wharf - Small"
GRC,Pylos,Port of Pylos,36.916389,21.696944,GRPYL,"Pier, Jetty or Wharf",Small,"[36.916389, 21.696944]","Port of Pylos, Pier, Jetty or Wharf - Small"
GRC,Samos,Port of Samos,37.754444,26.966667,GRSMI,"Pier, Jetty or Wharf",Small,"[37.754444, 26.966667]","Port of Samos, Pier, Jetty or Wharf - Small"
GRC,Skaramanga,Port of Skaramanga,38.005833,23.59,,Seaport,Small,"[38.005833, 23.59]","Port of Skaramanga, Seaport - Small"
GRC,Souda,Port of Souda,35.493056,24.078056,GRSUD,Seaport,Medium,"[35.493056, 24.078056]","Port of Souda, Seaport - Medium"
GRC,Stratoni,Port of Stratoni,40.5175,23.831944,GRSTI,"Pier, Jetty or Wharf",Very Small,"[40.5175, 23.831944]","Port of Stratoni, Pier, Jetty or Wharf - Very Small"
GRC,Stylis,Port of Stylis,38.911111,22.616111,GRSYS,"Pier, Jetty or Wharf",Small,"[38.911111, 22.616111]","Port of Stylis, Pier, Jetty or Wharf - Small"
GRC,Syros,Syros Harbour,37.435556,24.942222,,Seaport,Small,"[37.435556, 24.942222]","Syros Harbour, Seaport - Small"
GRC,Thessaloniki,Port of Thessaloniki,40.635,22.918333,GRSKG,Seaport,Medium,"[40.635, 22.918333]","Port of Thessaloniki, Seaport - Medium"
GRC,Volos,Port of Volos,39.352778,22.938611,GRVOL,Seaport,Medium,"[39.352778, 22.938611]","Port of Volos, Seaport - Medium"
GRC,Yali,Port of Yali,36.662778,27.121389,,"Pier, Jetty or Wharf",Small,"[36.662778, 27.121389]","Port of Yali, Pier, Jetty or Wharf - Small"
GRC,Yerakini,Port of Yerakini,40.268333,23.443333,GRYER,"Pier, Jetty or Wharf",Small,"[40.268333, 23.443333]","Port of Yerakini, Pier, Jetty or Wharf - Small"
GRL,Ammassalik,Port of Ammassalik,65.613333,-37.624167,GLAGM,"Pier, Jetty or Wharf",Very Small,"[65.613333, -37.624167]","Port of Ammassalik, Pier, Jetty or Wharf - Very Small"
GRL,Faeringehavn,Port of Faeringehavn,63.6975,-51.544167,GLFHN,"Pier, Jetty or Wharf",Very Small,"[63.6975, -51.544167]","Port of Faeringehavn, Pier, Jetty or Wharf - Very Small"
GRL,Kangilinnguit,Port of Kangilinnguit,61.235556,-48.101389,GLJGR,"Pier, Jetty or Wharf",Very Small,"[61.235556, -48.101389]","Port of Kangilinnguit, Pier, Jetty or Wharf - Very Small"
GRL,Marmorilik,Port of Marmorilik,71.048611,-51.887778,,"Pier, Jetty or Wharf",Very Small,"[71.048611, -51.887778]","Port of Marmorilik, Pier, Jetty or Wharf - Very Small"
GRL,Narssarssuaq,Port of Narssarssuaq,61.145,-45.434167,GLUAK,"Pier, Jetty or Wharf",Very Small,"[61.145, -45.434167]","Port of Narssarssuaq, Pier, Jetty or Wharf - Very Small"
GRL,North Star Bugt,Port of North Star Bugt,76.540278,-68.838611,GLTHU,Seaport,Small,"[76.540278, -68.838611]","Port of North Star Bugt, Seaport - Small"
GRL,Nuuk,Port of Nuuk,64.1725,-51.723056,GLGOH,Seaport,Small,"[64.1725, -51.723056]","Port of Nuuk, Seaport - Small"
GRL,Qaanaaq,Port of Qaanaaq,77.465833,-69.239167,GLNAQ,"Pier, Jetty or Wharf",Very Small,"[77.465833, -69.239167]","Port of Qaanaaq, Pier, Jetty or Wharf - Very Small"
GRL,Qeqertarsuaq,Port of Qeqertarsuaq,69.246944,-53.546667,GLJGO,"Pier, Jetty or Wharf",Very Small,"[69.246944, -53.546667]","Port of Qeqertarsuaq, Pier, Jetty or Wharf - Very Small"
GRL,Soendre Stroemfjord,Port of Soendre Stroemfjord,66.968611,-50.948333,GLFHN,"Pier, Jetty or Wharf",Very Small,"[66.968611, -50.948333]","Port of Soendre Stroemfjord, Pier, Jetty or Wharf - Very Small"
GRL,Tasiilaq,Port of Tasiilaq,65.6175,-37.633056,GLAGM,"Pier, Jetty or Wharf",Very Small,"[65.6175, -37.633056]","Port of Tasiilaq, Pier, Jetty or Wharf - Very Small"
GLP,Basse-Terre,Port of Basse-Terre,15.996389,-61.733056,GPBBR,"Pier, Jetty or Wharf",Small,"[15.996389, -61.733056]","Port of Basse-Terre, Pier, Jetty or Wharf - Small"
GLP,Gustavia,Port of Gustavia,17.902778,-62.853056,GPGUS,"Pier, Jetty or Wharf",Very Small,"[17.902778, -62.853056]","Port of Gustavia, Pier, Jetty or Wharf - Very Small"
GLP,Pointe-a-Pitre,Port of Pointe-a-Pitre,16.233889,-61.541389,,Seaport,Medium,"[16.233889, -61.541389]","Port of Pointe-a-Pitre, Seaport - Medium"
GUM,Piti,Jose D. Leon Guerrero Commercial Port,13.442778,144.657778,GUAPR,Seaport,Medium,"[13.442778, 144.657778]","Jose D. Leon Guerrero Commercial Port, Seaport - Medium"
GTM,Champerico,Port of Champerico,14.291944,-91.915833,GTCHR,"Pier, Jetty or Wharf",Very Small,"[14.291944, -91.915833]","Port of Champerico, Pier, Jetty or Wharf - Very Small"
GTM,San Jose,Port of San Jose,13.915556,-90.845833,GTSNJ,Off-Shore Terminal,Small,"[13.915556, -90.845833]","Port of San Jose, Off-Shore Terminal - Small"
GIN,Conakry,Port of Conakry,9.516389,-13.715556,GNCKY,Seaport,Small,"[9.516389, -13.715556]","Port of Conakry, Seaport - Small"
GIN,Port Kamsar,Port of Port Kamsar,10.645556,-14.62,,Seaport,Small,"[10.645556, -14.62]","Port of Port Kamsar, Seaport - Small"
GNB,Bissau,Port of Bissau,11.858333,-15.576111,GWOXB,Seaport,Small,"[11.858333, -15.576111]","Port of Bissau, Seaport - Small"
